URL,User-agent,Directive,Path,Sitemap
"https://liuzhou.lianjia.com/robots.txt
",Yahoo! Slurp China,Disallow,/compatible,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo! Slurp China,Disallow,/admin,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo! Slurp China,Disallow,/Admin,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo! Slurp China,Disallow,/install,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo! Slurp China,Disallow,/jingjiren,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo! Slurp China,Disallow,/*.js*,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo! Slurp China,Disallow,/*.css*,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo! Slurp China,Disallow,/*?* ,
"https://liuzhou.lianjia.com/robots.txt
",,Sitemap,,https://liuzhou.lianjia.com/sitemap-ershou-resblock.xml
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/solr,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/test,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/tools,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/exchange,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/agent,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/owner,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/center,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/cmsmanage,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/compatible,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/admin,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/Admin,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/install,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/jingjiren,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/*.js*,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/*.css*,
"https://liuzhou.lianjia.com/robots.txt
",Yahoo!,Disallow,/*?* ,
"https://liuzhou.lianjia.com/robots.txt
",,Sitemap,,https://liuzhou.lianjia.com/sitemap-ershou-resblock.xml
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/solr,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/test,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/tools,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/exchange,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/agent,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/owner,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/center,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/cmsmanage,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/compatible,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/admin,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/Admin,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/install,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/jingjiren,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/*.js*,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/*.css*,
"https://liuzhou.lianjia.com/robots.txt
",YoudaoBot,Disallow,/*?* ,
"https://liuzhou.lianjia.com/robots.txt
",,Sitemap,,https://liuzhou.lianjia.com/sitemap-ershou-resblock.xml
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/solr,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/test,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/tools,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/exchange,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/agent,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/owner,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/center,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/cmsmanage,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/compatible,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/admin,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/Admin,
"https://liuzhou.lianjia.com/robots.txt
",YodaoBot,Disallow,/install,
